word,type,syllables,joint_syllables
ambusca,verb,"['am', 'bus', 'cá']",am-bus-cá
ambuscadă,substantiv,"['am', 'bus', 'cá', 'da']",am-bus-cá-da
ambuscat,adjectiv,"['am', 'bus', 'cát']",am-bus-cát
ambușură,substantiv,"['am', 'bu', 'şú', 'ra']",am-bu-şú-ra
ambuteia,verb,"['am', 'bu', 'te', 'iá']",am-bu-te-iá
ambuteiaj,substantiv,"['am', 'bu', 'te', 'iáj']",am-bu-te-iáj
ambutisa,verb,"['am', 'bu', 'ti', 'sá']",am-bu-ti-sá
ambutisare,substantiv,"['am', 'bu', 'ti', 'sá', 're']",am-bu-ti-sá-re
ambutisat,adjectiv,"['am', 'bu', 'ti', 'sát']",am-bu-ti-sát
ambutisor,substantiv,"['am', 'bu', 'ti', 'sór']",am-bu-ti-sór
ameliora,verb,"['a', 'me', 'li', 'o', 'rá']",a-me-li-o-rá
ameliorabil,adjectiv,"['a', 'me', 'li', 'o', 'rá', 'bil']",a-me-li-o-rá-bil
ameliorant,adjectiv,"['a', 'me', 'li', 'o', 'ránt']",a-me-li-o-ránt
ameliorare,substantiv,"['a', 'me', 'li', 'o', 'rá', 're']",a-me-li-o-rá-re
ameliorat,adjectiv,"['a', 'me', 'li', 'o', 'rát']",a-me-li-o-rát
ameliorat,substantiv,"['a', 'me', 'li', 'o', 'rát']",a-me-li-o-rát
ameliorație,substantiv,"['a', 'me', 'li', 'o', 'rá', 'ţi', 'e']",a-me-li-o-rá-ţi-e
ameliorativ,adjectiv,"['a', 'me', 'lio', 'ra', 'tív']",a-me-lio-ra-tív
ameliorator,adjectiv,"['a', 'me', 'li', 'o', 'ra', 'tór']",a-me-li-o-ra-tór
ameliorator,substantiv,"['a', 'me', 'li', 'o', 'ra', 'tór']",a-me-li-o-ra-tór
amenaja,verb,"['a', 'me', 'na', 'já']",a-me-na-já
amenajabil,adjectiv,"['a', 'me', 'na', 'já', 'bil']",a-me-na-já-bil
amenajament,substantiv,"['a', 'me', 'na', 'ja', 'mént']",a-me-na-ja-mént
amenajare,substantiv,"['a', 'me', 'na', 'já', 're']",a-me-na-já-re
amenajat,adjectiv,"['a', 'me', 'na', 'ját']",a-me-na-ját
amenajat,substantiv,"['a', 'me', 'na', 'ját']",a-me-na-ját
amenajist,substantiv,"['a', 'me', 'na', 'jíst']",a-me-na-jíst
amendă,substantiv,"['a', 'men', 'dá']",a-men-dá-(verb---infinitiv-/-verb---imperfect)
amenda,verb,"['a', 'men', 'dá']",a-men-dá-(verb---infinitiv-/-verb---imperfect)
amendabil,adjectiv,"['a', 'men', 'dá', 'bil']",a-men-dá-bil
amendament,substantiv,"['a', 'men', 'da', 'mént']",a-men-da-mént
amendare,substantiv,"['a', 'men', 'dá', 're']",a-men-dá-re
amendat,adjectiv,"['a', 'men', 'dát']",a-men-dát
amendat,substantiv,"['a', 'men', 'dát']",a-men-dát
amendată,substantiv,"['a', 'men', 'dá', 'tă']",a-men-dá-tă
amenința,verb,"['a', 'me', 'nin', 'ţá']",a-me-nin-ţá
amenințare,substantiv,"['a', 'me', 'nin', 'ţá', 're']",a-me-nin-ţá-re
amenințat,adjectiv,"['a', 'me', 'nin', 'ţát']",a-me-nin-ţát
amenințat,substantiv,"['a', 'me', 'nin', 'ţát']",a-me-nin-ţát
amenințată,substantiv,"['a', 'me', 'nin', 'ţá', 'tă']",a-me-nin-ţá-tă
amenințător,adjectiv,"['a', 'me', 'nin', 'ţă', 'tór']",a-me-nin-ţă-tór
amenitate,substantiv,"['a', 'me', 'ni', 'tá', 'te']",a-me-ni-tá-te
amenoree,substantiv,"['a', 'me', 'no', 'ré', 'e']",a-me-no-ré-e
ament,substantiv,"['a', 'mént']",a-mént
amentacee,substantiv,"['a', 'men', 'ta', 'cé', 'e']",a-men-ta-cé-e
amenție,substantiv,"['a', 'men', 'ţí', 'e']",a-men-ţí-e
amentifer,adjectiv,"['a', 'men', 'ti', 'fér']",a-men-ti-fér
amentiv,adjectiv,"['a', 'men', 'tív']",a-men-tív
americă,substantiv,"['a', 'mé', 'ri', 'ca']",a-mé-ri-ca
american,adjectiv,"['a', 'me', 'ri', 'cán']",a-me-ri-cán
american,substantiv,"['a', 'me', 'ri', 'cán']",a-me-ri-cán
americană,substantiv,"['a', 'me', 'ri', 'cá', 'na']",a-me-ri-cá-na
americancă,substantiv,"['a', 'me', 'ri', 'cán', 'ca']",a-me-ri-cán-ca
americănesc,adjectiv,"['a', 'me', 'ri', 'că', 'nésc']",a-me-ri-că-nésc
americanism,substantiv,"['a', 'me', 'ri', 'ca', 'nísm']",a-me-ri-ca-nísm
americanist,adjectiv,"['a', 'me', 'ri', 'ca', 'níst']",a-me-ri-ca-níst
americanistică,substantiv,"['a', 'me', 'ri', 'ca', 'nís', 'ti', 'ca']",a-me-ri-ca-nís-ti-ca
americaniza,verb,"['a', 'me', 'ri', 'ca', 'ni', 'zá']",a-me-ri-ca-ni-zá
americanizare,substantiv,"['a', 'me', 'ri', 'ca', 'ni', 'zá', 're']",a-me-ri-ca-ni-zá-re
americanizat,adjectiv,"['a', 'me', 'ri', 'ca', 'ni', 'zát']",a-me-ri-ca-ni-zát
americiu,substantiv,"['a', 'me', 'rí', 'ciu']",a-me-rí-ciu
amerindian,adjectiv,"['a', 'me', 'rin', 'dián']",a-me-rin-dián
amerindian,substantiv,"['a', 'me', 'rin', 'dián']",a-me-rin-dián
amerindiană,substantiv,"['a', 'me', 'rin', 'diá', 'nă']",a-me-rin-diá-nă
ameriza,verb,"['a', 'me', 'ri', 'zá']",a-me-ri-zá
amerizare,substantiv,"['a', 'me', 'ri', 'zá', 're']",a-me-ri-zá-re
amerizat,adjectiv,"['a', 'me', 'ri', 'zát']",a-me-ri-zát
amestec,substantiv,"['a', 'més', 'tec']",a-més-tec
amesteca,verb,"['a', 'mes', 'te', 'cá']",a-mes-te-cá
amestecare,substantiv,"['a', 'mes', 'te', 'cá', 're']",a-mes-te-cá-re
amestecat,adjectiv,"['a', 'mes', 'te', 'cát']",a-mes-te-cát
amestecat,substantiv,"['a', 'mes', 'te', 'cát']",a-mes-te-cát
amestecător,substantiv,"['a', 'mes', 'te', 'că', 'tór']",a-mes-te-că-tór
amestecătură,substantiv,"['a', 'mes', 'te', 'că', 'tú', 'ra']",a-mes-te-că-tú-ra
ametabolă,substantiv,"['a', 'me', 'tá', 'bo', 'lă']",a-me-tá-bo-lă
amețeală,substantiv,"['a', 'me', 'ţeá', 'la']",a-me-ţeá-la
ameți,verb,"['a', 'me', 'ţí']",a-me-ţí
ametist,substantiv,"['a', 'me', 'tíst']",a-me-tíst
amețit,adjectiv,"['a', 'me', 'ţít']",a-me-ţít
amețit,substantiv,"['a', 'me', 'ţít']",a-me-ţít
amețită,substantiv,"['a', 'me', 'ţí', 'tă']",a-me-ţí-tă
amețitor,adjectiv,"['a', 'me', 'ţi', 'tór']",a-me-ţi-tór
amețitor,substantiv,"['a', 'me', 'ţi', 'tór']",a-me-ţi-tór
ametrop,substantiv,"['a', 'me', 'tróp']",a-me-tróp
ametropie,substantiv,"['a', 'me', 'tro', 'pí', 'e']",a-me-tro-pí-e
amfetamină,substantiv,"['am', 'fe', 'ta', 'mí', 'na']",am-fe-ta-mí-na
amfiartroză,substantiv,"['am', 'fi', 'ar', 'tró', 'za']",am-fi-ar-tró-za
amfibian,substantiv,"['am', 'fi', 'bi', 'án']",am-fi-bi-án
amfibiu,adjectiv,"['am', 'fí', 'biu']",am-fí-biu
amfibiu,substantiv,"['am', 'fí', 'biu']",am-fí-biu
amfibol,substantiv,"['am', 'fi', 'ból']",am-fi-ból
amfibolie,substantiv,"['am', 'fi', 'bo', 'lí', 'e']",am-fi-bo-lí-e
amfibologic,adjectiv,"['am', 'fi', 'bo', 'ló', 'gic']",am-fi-bo-ló-gic
amfibologie,substantiv,"['am', 'fi', 'bo', 'lo', 'gí', 'e']",am-fi-bo-lo-gí-e
amfibrah,substantiv,"['am', 'fi', 'bráh']",am-fi-bráh
amfibrahic,adjectiv,"['am', 'fi', 'brá', 'hic']",am-fi-brá-hic
amficționie,substantiv,"['am', 'fic', 'ţi', 'o', 'ní', 'e']",am-fic-ţi-o-ní-e
amfiguric,adjectiv,"['am', 'fi', 'gú', 'ric']",am-fi-gú-ric
amfimacru,substantiv,"['am', 'fi', 'má', 'cru']",am-fi-má-cru
amfimixie,substantiv,"['am', 'fi', 'mi', 'xí', 'e']",am-fi-mi-xí-e
amfineurian,substantiv,"['am', 'fi', 'ne', 'u', 'ri', 'án']",am-fi-ne-u-ri-án
amfipod,substantiv,"['am', 'fi', 'pód']",am-fi-pód
amfiprostil,substantiv,"['am', 'fi', 'pro', 'stíl']",am-fi-pro-stíl
amfipteră,substantiv,"['am', 'fip', 'té', 'ra']",am-fip-té-ra
amfiteatru,substantiv,"['am', 'fi', 'teá', 'tru']",am-fi-teá-tru
amfitrioană,substantiv,"['am', 'fi', 'tri', 'oá', 'na']",am-fi-tri-oá-na
amfitrion,substantiv,"['am', 'fi', 'tri', 'ón']",am-fi-tri-ón
amforă,substantiv,"['ám', 'fo', 'ra']",ám-fo-ra
amforetă,substantiv,"['am', 'fo', 'ré', 'ta']",am-fo-ré-ta
amforic,adjectiv,"['am', 'fó', 'ric']",am-fó-ric
amfoter,adjectiv,"['am', 'fo', 'tér']",am-fo-tér
amfotonie,substantiv,"['am', 'fo', 'to', 'ní', 'e']",am-fo-to-ní-e
amiabil,adjectiv,"['a', 'mi', 'á', 'bil']",a-mi-á-bil
amiant,substantiv,"['a', 'miánt']",a-miánt
amiantă,substantiv,"['a', 'mi', 'án', 'ta']",a-mi-án-ta
amiază,substantiv,"['a', 'miá', 'za']",a-miá-za
amibă,substantiv,"['a', 'mí', 'ba']",a-mí-ba
amibian,adjectiv,"['a', 'mi', 'bi', 'án']",a-mi-bi-án
amic,substantiv,"['a', 'míc']",a-míc
amică,substantiv,"['a', 'mí', 'ca']",a-mí-ca
amicabil,adjectiv,"['a', 'mi', 'cá', 'bil']",a-mi-cá-bil
amical,adjectiv,"['a', 'mi', 'cál']",a-mi-cál
amiciție,substantiv,"['a', 'mi', 'cí', 'ţi', 'e']",a-mi-cí-ţi-e
amicrobian,adjectiv,"['a', 'mi', 'cro', 'bi', 'án']",a-mi-cro-bi-án
amidă,substantiv,"['a', 'mí', 'da']",a-mí-da
amidină,substantiv,"['a', 'mi', 'dí', 'na']",a-mi-dí-na
amidon,substantiv,"['a', 'mi', 'dón']",a-mi-dón
amidopirină,substantiv,"['a', 'mi', 'do', 'pi', 'rí', 'na']",a-mi-do-pi-rí-na
amidură,substantiv,"['a', 'mi', 'dú', 'ra']",a-mi-dú-ra
amielie,substantiv,"['a', 'mie', 'lí', 'e']",a-mie-lí-e
amielinic,adjectiv,"['a', 'mi', 'e', 'lí', 'nic']",a-mi-e-lí-nic
amigdală,substantiv,"['a', 'mig', 'dá', 'la']",a-mig-dá-la
amigdalectomie,substantiv,"['a', 'mig', 'da', 'lec', 'to', 'mí', 'e']",a-mig-da-lec-to-mí-e
amigdalian,adjectiv,"['a', 'mig', 'da', 'lián']",a-mig-da-lián
amigdalită,substantiv,"['a', 'mig', 'da', 'lí', 'ta']",a-mig-da-lí-ta
amigdaloid,adjectiv,"['a', 'mig', 'da', 'lo', 'íd']",a-mig-da-lo-íd
amil,substantiv,"['a', 'míl']",a-míl
amilaceu,adjectiv,"['a', 'mi', 'la', 'céu']",a-mi-la-céu
amilază,substantiv,"['a', 'mi', 'lá', 'za']",a-mi-lá-za
amilic,adjectiv,"['a', 'mí', 'lic']",a-mí-lic
amilic,substantiv,"['a', 'mí', 'lic']",a-mí-lic
amilodextrină,substantiv,"['a', 'mi', 'lo', 'dex', 'trí', 'na']",a-mi-lo-dex-trí-na
amiloidoză,substantiv,"['a', 'mi', 'lo', 'i', 'dó', 'za']",a-mi-lo-i-dó-za
amilopectină,substantiv,"['a', 'mi', 'lo', 'pec', 'tí', 'na']",a-mi-lo-pec-tí-na
amiloză,substantiv,"['a', 'mi', 'ló', 'za']",a-mi-ló-za
amimie,substantiv,"['a', 'mi', 'mí', 'e']",a-mi-mí-e
amin,substantiv,"['a', 'mín']",a-mín
amină,substantiv,"['a', 'mí', 'na']",a-mí-na
aminare,substantiv,"['a', 'mi', 'ná', 're']",a-mi-ná-re
amino,substantiv,"['a', 'mí', 'no']",a-mí-no
aminoacid,substantiv,"['a', 'mi', 'no', 'a', 'cíd']",a-mi-no-a-cíd
aminoacidemie,substantiv,"['a', 'mi', 'no', 'a', 'ci', 'de', 'mí', 'e']",a-mi-no-a-ci-de-mí-e
aminoacidurie,substantiv,"['a', 'mi', 'no', 'a', 'ci', 'du', 'rí', 'e']",a-mi-no-a-ci-du-rí-e
aminoalcool,substantiv,"['a', 'mi', 'noal', 'co', 'ól']",a-mi-noal-co-ól
aminobenzen,substantiv,"['a', 'mi', 'no', 'ben', 'zén']",a-mi-no-ben-zén
aminobenzoic,substantiv,"['a', 'mi', 'no', 'ben', 'zó', 'ic']",a-mi-no-ben-zó-ic
aminoplast,substantiv,"['a', 'mi', 'no', 'plást']",a-mi-no-plást
aminozaharuri,substantiv,"['a', 'mi', 'no', 'za', 'há', 'ruri']",a-mi-no-za-há-ruri
aminti,verb,"['a', 'min', 'tí']",a-min-tí
amintire,substantiv,"['a', 'min', 'tí', 're']",a-min-tí-re
amintit,adjectiv,"['a', 'min', 'tít']",a-min-tít
amintit,substantiv,"['a', 'min', 'tít']",a-min-tít
amiral,substantiv,"['a', 'mi', 'rál']",a-mi-rál
amiralitate,substantiv,"['a', 'mi', 'ra', 'li', 'tá', 'te']",a-mi-ra-li-tá-te
amitoză,substantiv,"['a', 'mi', 'tó', 'za']",a-mi-tó-za
amnar,substantiv,"['am', 'nár']",am-nár
amnezic,adjectiv,"['am', 'né', 'zic']",am-né-zic
amnezic,substantiv,"['am', 'né', 'zic']",am-né-zic
amnezică,substantiv,"['am', 'né', 'zi', 'că']",am-né-zi-că
amnezie,substantiv,"['am', 'ne', 'zí', 'e']",am-ne-zí-e
amnios,substantiv,"['am', 'ni', 'ós']",am-ni-ós
amniotic,adjectiv,"['am', 'ni', 'ó', 'tic']",am-ni-ó-tic
amnistia,verb,"['am', 'nis', 'ti', 'á']",am-nis-ti-á-(verb---infinitiv-/-verb---imperfect)
amnistiabil,adjectiv,"['am', 'nis', 'ti', 'á', 'bil']",am-nis-ti-á-bil
amnistiat,adjectiv,"['am', 'nis', 'ti', 'át']",am-nis-ti-át
amnistiat,substantiv,"['am', 'nis', 'ti', 'át']",am-nis-ti-át
amnistiată,substantiv,"['am', 'nis', 'ti', 'á', 'tă']",am-nis-ti-á-tă
amnistie,substantiv,"['am', 'nis', 'ti', 'é']",am-nis-ti-é-(verb---perfectul-simplu)
amnistiere,substantiv,"['am', 'nis', 'ti', 'é', 're']",am-nis-ti-é-re
amoc,substantiv,"['a', 'móc']",a-móc
amofos,substantiv,"['a', 'mo', 'fós']",a-mo-fós
amonal,substantiv,"['a', 'mo', 'nál']",a-mo-nál
amoniac,substantiv,"['a', 'mo', 'ni', 'ác']",a-mo-ni-ác
amoniacal,adjectiv,"['a', 'mo', 'ni', 'a', 'cál']",a-mo-ni-a-cál
amonificare,substantiv,"['a', 'mo', 'ni', 'fi', 'cá', 're']",a-mo-ni-fi-cá-re
amonit,substantiv,"['a', 'mo', 'nít']",a-mo-nít
amoniu,substantiv,"['a', 'mó', 'niu']",a-mó-niu
amoniurie,substantiv,"['a', 'mo', 'ni', 'u', 'rí', 'e']",a-mo-ni-u-rí-e
amonoliză,substantiv,"['a', 'mo', 'no', 'lí', 'za']",a-mo-no-lí-za
amonte,substantiv,"['a', 'món', 'te']",a-món-te
amor-propriu,substantiv,"['a', 'mór', 'pró', 'priu']",a-mór-pró-priu
amor,substantiv,"['a', 'mór']",a-mór
amoral,adjectiv,"['a', 'mo', 'rál']",a-mo-rál
amoralism,substantiv,"['a', 'mo', 'ra', 'lísm']",a-mo-ra-lísm
amoralist,adjectiv,"['a', 'mo', 'ra', 'líst']",a-mo-ra-líst
amoralitate,substantiv,"['a', 'mo', 'ra', 'li', 'tá', 'te']",a-mo-ra-li-tá-te
amoraș,substantiv,"['a', 'mo', 'ráş']",a-mo-ráş
amorez,substantiv,"['a', 'mo', 'réz']",a-mo-réz
amoreză,substantiv,"['a', 'mo', 're', 'zá']",a-mo-re-zá-(verb---infinitiv-/-verb---imperfect)
amoreza,verb,"['a', 'mo', 're', 'zá']",a-mo-re-zá-(verb---infinitiv-/-verb---imperfect)
amorezat,adjectiv,"['a', 'mo', 're', 'zát']",a-mo-re-zát
amorf,adjectiv,"['a', 'mórf']",a-mórf
amorfie,substantiv,"['a', 'mor', 'fí', 'e']",a-mor-fí-e
amorfism,substantiv,"['a', 'mor', 'físm']",a-mor-físm
amoros,adjectiv,"['a', 'mo', 'rós']",a-mo-rós
amorsă,substantiv,"['a', 'mor', 'sá']",a-mor-sá-(verb---infinitiv-/-verb---imperfect)
amorsa,verb,"['a', 'mor', 'sá']",a-mor-sá-(verb---infinitiv-/-verb---imperfect)
amorsaj,substantiv,"['a', 'mor', 'sáj']",a-mor-sáj
amorsare,substantiv,"['a', 'mor', 'sá', 're']",a-mor-sá-re
amorsat,adjectiv,"['a', 'mor', 'sát']",a-mor-sát
amorțeală,substantiv,"['a', 'mor', 'ţeá', 'la']",a-mor-ţeá-la
amorți,verb,"['a', 'mor', 'ţí']",a-mor-ţí
amortibil,adjectiv,"['a', 'mor', 'tí', 'bil']",a-mor-tí-bil
amorțire,substantiv,"['a', 'mor', 'ţí', 're']",a-mor-ţí-re
amortisment,substantiv,"['a', 'mor', 'tis', 'mént']",a-mor-tis-mént
amorțit,adjectiv,"['a', 'mor', 'ţít']",a-mor-ţít
amorțit,substantiv,"['a', 'mor', 'ţít']",a-mor-ţít
amorțită,substantiv,"['a', 'mor', 'ţí', 'tă']",a-mor-ţí-tă
amortiza,verb,"['a', 'mor', 'ti', 'zá']",a-mor-ti-zá
amortizabil,adjectiv,"['a', 'mor', 'ti', 'zá', 'bil']",a-mor-ti-zá-bil
amortizare,substantiv,"['a', 'mor', 'ti', 'zá', 're']",a-mor-ti-zá-re
amortizat,adjectiv,"['a', 'mor', 'ti', 'zát']",a-mor-ti-zát
amortizat,substantiv,"['a', 'mor', 'ti', 'zát']",a-mor-ti-zát
amortizor,substantiv,"['a', 'mor', 'ti', 'zór']",a-mor-ti-zór
amovibil,adjectiv,"['a', 'mo', 'ví', 'bil']",a-mo-ví-bil
amovibilitate,substantiv,"['a', 'mo', 'vi', 'bi', 'li', 'tá', 'te']",a-mo-vi-bi-li-tá-te
ampatament,substantiv,"['am', 'pa', 'ta', 'mént']",am-pa-ta-mént
ampelidacee,substantiv,"['am', 'pe', 'li', 'da', 'cé', 'e']",am-pe-li-da-cé-e
ampelograf,adjectiv,"['am', 'pe', 'lo', 'gráf']",am-pe-lo-gráf
ampelograf,substantiv,"['am', 'pe', 'lo', 'gráf']",am-pe-lo-gráf
ampelografic,adjectiv,"['am', 'pe', 'lo', 'grá', 'fic']",am-pe-lo-grá-fic
ampelografie,substantiv,"['am', 'pe', 'lo', 'gra', 'fí', 'e']",am-pe-lo-gra-fí-e
ampelologie,substantiv,"['am', 'pe', 'lo', 'lo', 'gí', 'e']",am-pe-lo-lo-gí-e
ampenaj,substantiv,"['am', 'pe', 'náj']",am-pe-náj
amper,substantiv,"['am', 'pér']",am-pér
amperaj,substantiv,"['am', 'pe', 'ráj']",am-pe-ráj
ampermetru,substantiv,"['am', 'per', 'mé', 'tru']",am-per-mé-tru
amperormetru,substantiv,"['am', 'pe', 'ror', 'mé', 'tru']",am-pe-ror-mé-tru
ampex,substantiv,"['ám', 'pex']",ám-pex
ampicilină,substantiv,"['am', 'pi', 'ci', 'lí', 'na']",am-pi-ci-lí-na
amplasa,verb,"['am', 'pla', 'sá']",am-pla-sá
amplasament,substantiv,"['am', 'pla', 'sa', 'mént']",am-pla-sa-mént
amplasare,substantiv,"['am', 'pla', 'sá', 're']",am-pla-sá-re
amplasat,adjectiv,"['am', 'pla', 'sát']",am-pla-sát
amplasat,substantiv,"['am', 'pla', 'sát']",am-pla-sát
amplexicaul,adjectiv,"['am', 'ple', 'xi', 'cául']",am-ple-xi-cául
amplexiune,substantiv,"['am', 'ple', 'xi', 'ú', 'ne']",am-ple-xi-ú-ne
amplifiant,adjectiv,"['am', 'pli', 'fiánt']",am-pli-fiánt
amplifica,verb,"['am', 'pli', 'fi', 'cá']",am-pli-fi-cá
amplificare,substantiv,"['am', 'pli', 'fi', 'cá', 're']",am-pli-fi-cá-re
amplificat,adjectiv,"['am', 'pli', 'fi', 'cát']",am-pli-fi-cát
amplificat,substantiv,"['am', 'pli', 'fi', 'cát']",am-pli-fi-cát
amplificație,substantiv,"['am', 'pli', 'fi', 'cá', 'ţi', 'e']",am-pli-fi-cá-ţi-e
amplificativ,adjectiv,"['am', 'pli', 'fi', 'ca', 'tív']",am-pli-fi-ca-tív
amplificator,adjectiv,"['am', 'pli', 'fi', 'ca', 'tór']",am-pli-fi-ca-tór
amplificator,substantiv,"['am', 'pli', 'fi', 'ca', 'tór']",am-pli-fi-ca-tór
amplitudine,substantiv,"['am', 'pli', 'tú', 'di', 'ne']",am-pli-tú-di-ne
amplituner,substantiv,"['am', 'pli', 'tú', 'ner']",am-pli-tú-ner
amploaiată,substantiv,"['am', 'ploa', 'iá', 'ta']",am-ploa-iá-ta
amploare,substantiv,"['am', 'ploá', 're']",am-ploá-re
amploiat,substantiv,"['am', 'plo', 'iát']",am-plo-iát
amploiată,substantiv,"['am', 'plo', 'iá', 'ta']",am-plo-iá-ta
amplu,adjectiv,"['ám', 'plu']",ám-plu
ampolozitate,substantiv,"['am', 'po', 'lo', 'zi', 'tá', 'te']",am-po-lo-zi-tá-te
amprentă,substantiv,"['am', 'pren', 'tá']",am-pren-tá-(verb---infinitiv-/-verb---imperfect)
amprenta,verb,"['am', 'pren', 'tá']",am-pren-tá-(verb---infinitiv-/-verb---imperfect)
amprentare,substantiv,"['am', 'pren', 'tá', 're']",am-pren-tá-re
amprentat,adjectiv,"['am', 'pren', 'tát']",am-pren-tát
ampresat,adjectiv,"['am', 'pre', 'sát']",am-pre-sát
ampriză,substantiv,"['am', 'prí', 'za']",am-prí-za
ampulă,substantiv,"['ám', 'pu', 'la']",ám-pu-la
amputa,verb,"['am', 'pu', 'tá']",am-pu-tá
amputare,substantiv,"['am', 'pu', 'tá', 're']",am-pu-tá-re
amputat,adjectiv,"['am', 'pu', 'tát']",am-pu-tát
amputat,substantiv,"['am', 'pu', 'tát']",am-pu-tát
amputată,substantiv,"['am', 'pu', 'tá', 'tă']",am-pu-tá-tă
amputație,substantiv,"['am', 'pu', 'tá', 'ţi', 'e']",am-pu-tá-ţi-e
amuletă,substantiv,"['a', 'mu', 'lé', 'ta']",a-mu-lé-ta
amurg,substantiv,"['a', 'múrg']",a-múrg
amurgi,verb,"['a', 'mur', 'gí']",a-mur-gí
amurgire,substantiv,"['a', 'mur', 'gí', 're']",a-mur-gí-re
amurgit,adjectiv,"['a', 'mur', 'gít']",a-mur-gít
amurgit,substantiv,"['a', 'mur', 'gít']",a-mur-gít
amuș,substantiv,"['a', 'múş']",a-múş
amuși,verb,"['a', 'mu', 'şí']",a-mu-şí-(verb---infinitiv-/-verb---perfectul-simplu)
amușina,verb,"['a', 'mu', 'şi', 'ná']",a-mu-şi-ná
amușinat,adjectiv,"['a', 'mu', 'şi', 'nát']",a-mu-şi-nát
amuța,verb,"['a', 'mu', 'ţá']",a-mu-ţá
amuțat,adjectiv,"['a', 'mu', 'ţát']",a-mu-ţát
amuți,verb,"['a', 'mu', 'ţí']",a-mu-ţí-(verb---infinitiv-/-verb---perfectul-simplu)
amuțire,substantiv,"['a', 'mu', 'ţí', 're']",a-mu-ţí-re
amuțit,adjectiv,"['a', 'mu', 'ţít']",a-mu-ţít
amuțit,substantiv,"['a', 'mu', 'ţít']",a-mu-ţít
amuza,verb,"['a', 'mu', 'zá']",a-mu-zá
amuzament,substantiv,"['a', 'mu', 'za', 'mént']",a-mu-za-mént
amuzant,adjectiv,"['a', 'mu', 'zánt']",a-mu-zánt
amuzat,adjectiv,"['a', 'mu', 'zát']",a-mu-zát
amuzat,substantiv,"['a', 'mu', 'zát']",a-mu-zát
amuzie,substantiv,"['a', 'mu', 'zí', 'e']",a-mu-zí-e
amvon,substantiv,"['am', 'vón']",am-vón
an-lumină,substantiv,"['an', 'lu', 'mí', 'nă']",an-lu-mí-nă
an,substtiv,['an'],an
ana,substantiv,"['a', 'ná']",a-ná
anabaptism,substantiv,"['a', 'na', 'bap', 'tísm']",a-na-bap-tísm
anabaptist,adjectiv,"['a', 'na', 'bap', 'tíst']",a-na-bap-tíst
anabioză,substantiv,"['a', 'na', 'bi', 'ó', 'za']",a-na-bi-ó-za
anabolism,substantiv,"['a', 'na', 'bo', 'lísm']",a-na-bo-lísm
anacard,substantiv,"['a', 'na', 'cárd']",a-na-cárd
anacardier,substantiv,"['a', 'na', 'car', 'di', 'ér']",a-na-car-di-ér
anaciditate,substantiv,"['a', 'na', 'ci', 'di', 'tá', 'te']",a-na-ci-di-tá-te
anaclitic,adjectiv,"['a', 'na', 'clí', 'tic']",a-na-clí-tic
anacolut,substantiv,"['a', 'na', 'co', 'lút']",a-na-co-lút
anaconda,substantiv,"['a', 'na', 'cón', 'da']",a-na-cón-da
anacondă,substantiv,"['a', 'na', 'cón', 'da']",a-na-cón-da
anacreontic,adjectiv,"['a', 'na', 'cre', 'ón', 'tic']",a-na-cre-ón-tic
anacronic,adjectiv,"['a', 'na', 'cró', 'nic']",a-na-cró-nic
anacronie,substantiv,"['a', 'na', 'cro', 'ní', 'e']",a-na-cro-ní-e
anacronism,substantiv,"['a', 'na', 'cro', 'nísm']",a-na-cro-nísm
anacronistic,adjectiv,"['a', 'na', 'cro', 'nís', 'tic']",a-na-cro-nís-tic
anacroniza,verb,"['a', 'na', 'cro', 'ni', 'zá']",a-na-cro-ni-zá
anacronizat,adjectiv,"['a', 'na', 'cro', 'ni', 'zát']",a-na-cro-ni-zát
anacruză,substantiv,"['a', 'na', 'crú', 'za']",a-na-crú-za
anacruzic,adjectiv,"['a', 'na', 'crú', 'zic']",a-na-crú-zic
anadiploză,substantiv,"['a', 'na', 'di', 'pló', 'za']",a-na-di-pló-za
anadrom,adjectiv,"['a', 'na', 'dróm']",a-na-dróm
anaerob,adjectiv,"['a', 'na', 'e', 'rób']",a-na-e-rób
anaerob,substantiv,"['a', 'na', 'e', 'rób']",a-na-e-rób
anaerobiotic,adjectiv,"['a', 'na', 'e', 'ro', 'bi', 'ó', 'tic']",a-na-e-ro-bi-ó-tic
anaerobioză,substantiv,"['a', 'na', 'e', 'ro', 'bi', 'ó', 'za']",a-na-e-ro-bi-ó-za
anafază,substantiv,"['a', 'na', 'fá', 'za']",a-na-fá-za
anafilactic,adjectiv,"['a', 'na', 'fi', 'lác', 'tic']",a-na-fi-lác-tic
anafilaxie,substantiv,"['a', 'na', 'fi', 'la', 'xí', 'e']",a-na-fi-la-xí-e
anafor,substantiv,"['a', 'na', 'fór']",a-na-fór
anafora,substantiv,"['a', 'na', 'fo', 'rá']",a-na-fo-rá-(substantiv)
anaforă,substantiv,"['a', 'na', 'fo', 'rá']",a-na-fo-rá-(substantiv)
anaforeză,substantiv,"['a', 'na', 'fo', 'ré', 'za']",a-na-fo-ré-za
anaforic,adjectiv,"['a', 'na', 'fó', 'ric']",a-na-fó-ric
anaforniță,substantiv,"['a', 'na', 'fór', 'ni', 'ţa']",a-na-fór-ni-ţa
anafrodiziac,adjectiv,"['a', 'na', 'fro', 'di', 'zi', 'ác']",a-na-fro-di-zi-ác
