word,type
colier,substantiv
coligativ,adjectiv
colilie,substantiv
coliliu,adjectiv
colima,verb
colimare,substantiv
colimat,adjectiv
colimație,substantiv
colimator,substantiv
colin,substantiv
colină,substantiv
colinar,adjectiv
colind,substantiv
colindă,substantiv
colinda,verb
colindare,substantiv
colindat,adjectiv
colindat,substantiv
colindătoare,substantiv
colindător,substantiv
colindeț,substantiv
colinear,adjectiv
colinergic,adjectiv
colinesterază,substantiv
coliniar,adjectiv
coliniaritate,substantiv
colir,substantiv
colită,substantiv
coliță,substantiv
colivă,substantiv
colivar,substantiv
colivie,substantiv
colizie,substantiv
coliziune,substantiv
colligatum,substantiv
colmata,verb
colmataj,substantiv
colmatare,substantiv
colmatat,adjectiv
colnă,substantiv
colnic,substantiv
colnicel,substantiv
colniță,substantiv
coloană,substantiv
coloare,substantiv
colobomă,substantiv
colocatar,substantiv
colocatară,substantiv
colocație,substantiv
colocazie,substantiv
colocutor,substantiv
colocvia,verb
colocvial,adjectiv
colocvialism,substantiv
colocvialitate,substantiv
colocviu,substantiv
colodiu,substantiv
colofon,substantiv
colofoniu,substantiv
cologaritm,substantiv
colografie,substantiv
coloid,adjectiv
coloid,substantiv
coloidă,substantiv
coloidal,adjectiv
coloidopexie,substantiv
colombină,substantiv
colomeică,substantiv
colon,substantiv
colonadă,substantiv
colonat,substantiv
coloncifră,substantiv
colonel,substantiv
colonelă,substantiv
coloneleasă,substantiv
colonetă,substantiv
colonial,adjectiv
coloniale,substantiv
colonialism,substantiv
colonialist,adjectiv
colonic,adjectiv
colonie,substantiv
colonist,substantiv
colonistă,substantiv
coloniza,verb
colonizabil,adjectiv
colonizare,substantiv
colonizat,adjectiv
colonizatoare,substantiv
colonizator,adjectiv
colonizator,substantiv
colonoscop,substantiv
colonoscopie,substantiv
colontitlu,substantiv
colopatie,substantiv
colopexie,substantiv
color,adjectiv
colora,verb
colorabil,adjectiv
colorabilitate,substantiv
colorafie,substantiv
colorant,adjectiv
colorant,substantiv
colorare,substantiv
colorat,adjectiv
colorație,substantiv
coloratură,substantiv
coloria,verb
coloriaj,substantiv
colorimetric,adjectiv
colorimetrie,substantiv
colorimetru,substantiv
colorism,substantiv
colorist,substantiv
coloristă,substantiv
coloristic,adjectiv
coloristică,substantiv
colorit,substantiv
colos,substantiv
colosal,adjectiv
colosalitate,substantiv
colostomie,substantiv
colostru,substantiv
colpectomie,substantiv
colpită,substantiv
colpohisterectomie,substantiv
colporafie,substantiv
colporta,verb
colportaj,substantiv
colportare,substantiv
colportat,adjectiv
colportor,adjectiv
colportor,substantiv
colposcop,substantiv
colposcopie,substantiv
colpostat,substantiv
colpotomie,substantiv
colt,substantiv
colț,substantiv
colțan,substantiv
colțar,substantiv
colțat,adjectiv
colțișor,substantiv
colțos,adjectiv
coltuc,substantiv
colțul-babei,substantiv
colțuleț,substantiv
colțun,substantiv
colțunaș,substantiv
colțunul-popii,substantiv
colțurat,adjectiv
colțuros,adjectiv
colubride,substantiv
columbă,substantiv
columbacă,adjectiv
columbar,substantiv
columbărie,substantiv
columbariu,substantiv
columbian,adjectiv
columbian,substantiv
columbiană,substantiv
columbiforme,substantiv
columbit,substantiv
columbiu,substantiv
columbofil,substantiv
columbofilă,substantiv
columbofilie,substantiv
columelă,substantiv
columnă,substantiv
columnar,adjectiv
columnist,substantiv
colun,substantiv
colurie,substantiv
colutoriu,substantiv
coluvial,adjectiv
coluviu,substantiv
coluziune,substantiv
coma,substantiv
comă,substantiv
coman,substantiv
comană,substantiv
comanac,substantiv
comănac,substantiv
comând,substantiv
comandă,substantiv
comanda,verb
comânda,verb
comandament,substantiv
comandant,substantiv
comandantă,substantiv
comandare,substantiv
comăndare,substantiv
comândare,substantiv
comandat,adjectiv
comândat,adjectiv
comandatură,substantiv
comandir,substantiv
comandită,substantiv
comandita,verb
comanditar,substantiv
comanditară,substantiv
comanditare,substantiv
comanditat,adjectiv
comanditat,substantiv
comando,substantiv
comandor,substantiv
comanș,adjectiv
comanș,substantiv
comarnic,substantiv
comasa,verb
comasare,substantiv
comasat,adjectiv
comat,adjectiv
comati,substantiv
comatic,adjectiv
comatos,adjectiv
combaină,substantiv
combainer,substantiv
combatant,substantiv
combatantă,substantiv
combate,verb
combatere,substantiv
combatibil,adjectiv
combativ,adjectiv
combativitate,substantiv
combătut,adjectiv
combină,substantiv
combina,verb
combinabil,adjectiv
combinabilitate,substantiv
combinagiu,substantiv
combinare,substantiv
combinat,adjectiv
combinat,substantiv
combinație,substantiv
combinațional,adjectiv
combinațiune,substantiv
combinativ,adjectiv
combinator,adjectiv
combinator,substantiv
combinatorial,adjectiv
combinatoric,adjectiv
combinatorie,substantiv
combinatoriu,adjectiv
combiner,substantiv
combinezon,substantiv
combo,substantiv
comburant,adjectiv
comburant,substantiv
comburantă,substantiv
combustibil,adjectiv
combustibil,substantiv
combustibilitate,substantiv
combustie,substantiv
combustiune,substantiv
comcereal,substantiv
comedian,substantiv
comediană,substantiv
comediant,substantiv
comediantă,substantiv
comedie,substantiv
comedioară,substantiv
comediograf,substantiv
comedon,substantiv
comemora,verb
comemorare,substantiv
comemorat,adjectiv
comemorație,substantiv
comemorativ,adjectiv
comenduire,substantiv
comeniță,substantiv
comensal,adjectiv
comensalism,substantiv
comensualism,substantiv
comensura,verb
comensurabil,adjectiv
comensurabilitate,substantiv
comensurat,adjectiv
comenta,verb
comentare,substantiv
comentariu,substantiv
comentat,adjectiv
comentativ,adjectiv
comentatoare,substantiv
comentator,substantiv
comeraj,substantiv
comerciabil,adjectiv
comercial,adjectiv
comercialism,substantiv
comercialist,adjectiv
comercializa,verb
comercializabil,adjectiv
comercializare,substantiv
comercializat,adjectiv
comerciant,substantiv
comerciantă,substantiv
comersant,substantiv
comerț,substantiv
comesean,substantiv
comeseană,substantiv
comestibil,adjectiv
comestibilitate,substantiv
comet,substantiv
cometă,substantiv
cometar,adjectiv
cometic,adjectiv
comic,adjectiv
comicărie,substantiv
comicitate,substantiv
comics,substantiv
comiliton,substantiv
comină,substantiv
cominație,substantiv
cominatoriu,adjectiv
cominternist,adjectiv
cominuție,substantiv
cominutiv,adjectiv
comis-voiajor,substantiv
comis,adjectiv
comis,substantiv
comisar,substantiv
comisariat,substantiv
comișel,substantiv
comisie,substantiv
comision,substantiv
comisiona,verb
comisionar,substantiv
comisionare,substantiv
comisionat,adjectiv
comisiune,substantiv
comisoaie,substantiv
comisoriu,adjectiv
comisură,substantiv
comisural,adjectiv
comisurotomie,substantiv
comitagiu,substantiv
comital,adjectiv
comitat,substantiv
comitativ,adjectiv
comite,substantiv
comite,verb
comitent,substantiv
comitentă,substantiv
comitere,substantiv
comitet,substantiv
comițial,adjectiv
comițială,substantiv
comițialitate,substantiv
comiții,substantiv
comizerație,substantiv
comizerațiune,substantiv
comoară,substantiv
comod,adjectiv
comodă,substantiv
comodant,substantiv
comodat,substantiv
comoditate,substantiv
comodor,substantiv
comor,substantiv
comorație,substantiv
comorian,adjectiv
comorian,substantiv
comoriană,substantiv
comornic,substantiv
comoștenitoare,substantiv
comoștenitor,substantiv
comoție,substantiv
comoțiune,substantiv
compacitate,substantiv
compact-disc,substantiv
compact,adjectiv
compacta,verb
compactabil,adjectiv
compactare,substantiv
compactat,adjectiv
compactibil,adjectiv
compactitate,substantiv
compactiza,verb
compactizare,substantiv
compactizat,adjectiv
compactor,substantiv
compactorie,substantiv
companie-beneficiar,substantiv
companie,substantiv
companioană,substantiv
companion,substantiv
compara,verb
comparabil,adjectiv
comparabilitate,substantiv
comparare,substantiv
comparat,adjectiv
comparație,substantiv
comparatism,substantiv
comparatist,substantiv
comparatistă,substantiv
comparatistică,substantiv
comparațiune,substantiv
comparativ,adjectiv
comparativism,substantiv
comparator,substantiv
compărea,verb
compars,substantiv
compartiment,substantiv
compartimenta,verb
compartimentaj,substantiv
compartimental,adjectiv
compartimentare,substantiv
compartimentat,adjectiv
compas,substantiv
compasiona,verb
compasional,adjectiv
compasionat,adjectiv
compasiune,substantiv
compatibil,adjectiv
compatibilitate,substantiv
compatibiliza,verb
compatibilizare,substantiv
compatibilizat,adjectiv
compătimi,verb
compătimire,substantiv
compătimit,adjectiv
compătimitor,adjectiv
compatrioată,substantiv
compatriot,substantiv
compendia,verb
compendiator,substantiv
compendiu,substantiv
compendium,substantiv
compenetrație,substantiv
compensa,verb
compensabil,adjectiv
compensant,adjectiv
compensare,substantiv
compensat,adjectiv
compensație,substantiv
compensațiune,substantiv
compensativ,adjectiv
compensator,adjectiv
compensatoriu,adjectiv
comper,substantiv
comperaj,substantiv
competent,adjectiv
competență-cheie,substantiv
competență,substantiv
competință,substantiv
competiție,substantiv
competiționa,verb
competițional,adjectiv
competiționare,substantiv
competițiune,substantiv
competitiv,adjectiv
competitivitate,substantiv
competitoare,substantiv
compețitor,adjectiv
competitor,substantiv
compețitor,substantiv
compila,verb
compilare,substantiv
compilat,adjectiv
compilație,substantiv
compilațiune,substantiv
compilativ,adjectiv
compilatoare,substantiv
compilator,substantiv
complace,verb
complăcea,verb
complacere,substantiv
complăcere,substantiv
complăcut,adjectiv
complângere,substantiv
complect,adjectiv
complecta,verb
complectare,substantiv
complectat,adjectiv
complecțiune,substantiv
complement,substantiv
complementar,adjectiv
complementarism,substantiv
complementaritate,substantiv
complementariza,verb
complementarizare,substantiv
complementarizat,adjectiv
complementație,substantiv
complet,adjectiv
complet,substantiv
completa,verb
completabil,adjectiv
completare,substantiv
completaș,substantiv
completat,adjectiv
completitudine,substantiv
completiv,adjectiv
completivitate,substantiv
compleu,substantiv
complex,adjectiv
complex,substantiv
complexa,verb
complexare,substantiv
complexat,adjectiv
complexifica,verb
complexificare,substantiv
complexitate,substantiv
complexiune,substantiv
complexual,adjectiv
complezant,adjectiv
complezent,adjectiv
complezență,substantiv
compliant,adjectiv
complianță,substantiv
complica,verb
complicare,substantiv
complicat,adjectiv
complicație,substantiv
complicațiune,substantiv
complice,substantiv
complicitate,substantiv
compliment,substantiv
complimenta,verb
complimentar,adjectiv
complimentare,substantiv
complimentat,adjectiv
complini,verb
complinire,substantiv
complinit,adjectiv
complinitor,adjectiv
complot,substantiv
complota,verb
complotare,substantiv
complotaș,substantiv
complotat,adjectiv
complotism,substantiv
complotist,substantiv
complotistă,substantiv
component,adjectiv
component,substantiv
componentă,substantiv
componență,substantiv
componente,substantiv
componențial,adjectiv
componist,substantiv
componistic,adjectiv
comporta,verb
comportament,substantiv
comportamental,adjectiv
comportamentalist,adjectiv
comportamentism,substantiv
comportamentist,adjectiv
comportare,substantiv
comportat,adjectiv
comportism,substantiv
comportist,adjectiv
compost,substantiv
composta,verb
compostare,substantiv
compostat,adjectiv
compostor,substantiv
compot,substantiv
compotieră,substantiv
compound,substantiv
compounda,verb
compoundare,substantiv
compoundat,adjectiv
compozant,adjectiv
compozee,substantiv
compozit,adjectiv
compozită,substantiv
compoziție,substantiv
compozițional,adjectiv
compozițiune,substantiv
compozitiv,adjectiv
compozitoare,substantiv
compozitor,substantiv
comprador,substantiv
compradoră,substantiv
comprehensibil,adjectiv
comprehensibilitate,substantiv
comprehensiune,substantiv
comprehensiv,adjectiv
comprehensivitate,substantiv
compres,substantiv
compresă,substantiv
compresa,verb
compresibil,adjectiv
compresibilitate,substantiv
compresie,substantiv
compresiune,substantiv
compresiv,adjectiv
compresor,adjectiv
compresor,substantiv
compresorist,substantiv
comprima,verb
comprimabil,adjectiv
comprimare,substantiv
comprimat,adjectiv
comprimat,substantiv
compromis,adjectiv
compromis,substantiv
compromisoriu,adjectiv
compromițător,adjectiv
compromite,verb
compromitere,substantiv
comptabil,adjectiv
comptabilitate,substantiv
comptoar,substantiv
compulsa,verb
compulsare,substantiv
compulsat,adjectiv
compulsional,adjectiv
compulsiune,substantiv
compulsiv,adjectiv
compunător,adjectiv
compundare,substantiv
compune,verb
compunere,substantiv
compus,adjectiv
comput,substantiv
computa,verb
computare,substantiv
computat,adjectiv
computație,substantiv
computațional,adjectiv
computațiune,substantiv
computer,substantiv
computerist,adjectiv
computerist,substantiv
computeriza,verb
computerizare,substantiv
computerizat,adjectiv
computist,adjectiv
comsomolist,adjectiv
comsomolist,substantiv
comsomolistă,substantiv
comun,adjectiv
comună,substantiv
comunal,adjectiv
comunard,adjectiv
comunard,substantiv
comunardă,substantiv
comunia,verb
comuniant,adjectiv
comuniat,adjectiv
comunica,verb
comunicabil,adjectiv
comunicabilitate,substantiv
comunicant,adjectiv
comunicare,substantiv
comunicat,adjectiv
comunicat,substantiv
comunicație,substantiv
comunicațional,adjectiv
comunicațiune,substantiv
comunicativ,adjectiv
comunicativitate,substantiv
comunism,substantiv
comunist,adjectiv
comunist,substantiv
comunistă,substantiv
comunitar,adjectiv
comunitarism,substantiv
comunitate,substantiv
comuniune,substantiv
comuniza,verb
comunizant,adjectiv
comunizare,substantiv
comunizat,adjectiv
comuta,verb
comutabil,adjectiv
comutabilitate,substantiv
comutare,substantiv
comutat,adjectiv
comutație,substantiv
comutativ,adjectiv
comutativitate,substantiv
comutatoare,substantiv
comutator,substantiv
con,substantiv
conabiu,adjectiv
conabiu,substantiv
conac,substantiv
conăcar,substantiv
conăcărie,substantiv
conăci,verb
conar,substantiv
conaș,substantiv
conat,adjectiv
conațional,adjectiv
conațional,substantiv
conațională,substantiv
conativ,adjectiv
concă,substantiv
concasa,verb
concasare,substantiv
concasat,adjectiv
concasor,substantiv
concatena,verb
concatenare,substantiv
concatenat,adjectiv
concatenație,substantiv
concav,adjectiv
concavitate,substantiv
concede,verb
concedere,substantiv
concedia,verb
concediat,adjectiv
concediere,substantiv
concediu,substantiv
concentra,verb
concentrare,substantiv
concentrat,adjectiv
concentrat,substantiv
concentrație,substantiv
concentrațional,adjectiv
concentraționar,adjectiv
concentrațiune,substantiv
concentrator,substantiv
concentric,adjectiv
concentricitate,substantiv
concepe,verb
concepere,substantiv
concepibil,adjectiv
concept,substantiv
conceptibil,adjectiv
concepție,substantiv
concepțional,adjectiv
conceptism,substantiv
conceptist,adjectiv
conceptist,substantiv
conceptistă,substantiv
concepțiune,substantiv
conceptual,adjectiv
conceptualism,substantiv
conceptualist,adjectiv
conceptualitate,substantiv
conceptualiza,verb
conceptualizant,adjectiv
conceptualizare,substantiv
conceptualizat,adjectiv
conceput,adjectiv
concern,substantiv
concert,substantiv
concerta,verb
concertant,adjectiv
concertare,substantiv
concertat,adjectiv
concertină,substantiv
concertist,substantiv
concertistă,substantiv
concertistic,adjectiv
concertmaistru,substantiv
concesie,substantiv
concesiona,verb
concesional,adjectiv
concesionar,substantiv
concesionare,substantiv
concesionat,adjectiv
concesiune,substantiv
concesiv,adjectiv
concesivitate,substantiv
concetățean,substantiv
concetățeană,substantiv
concetism,substantiv
concherant,adjectiv
conchetă,substantiv
conchide,verb
conchidere,substantiv
conchiliocultură,substantiv
conchis,adjectiv
conchistă,substantiv
conchistador,substantiv
conci,substantiv
concilia,verb
conciliabil,adjectiv
conciliabul,substantiv
conciliant,adjectiv
conciliar,adjectiv
conciliat,adjectiv
conciliație,substantiv
conciliațiune,substantiv
conciliator,adjectiv
conciliatorism,substantiv
conciliatorist,adjectiv
conciliere,substantiv
conciliu,substantiv
concină,substantiv
concis,adjectiv
concitadin,adjectiv
concitadin,substantiv
concitadină,substantiv
concizie,substantiv
conciziune,substantiv
conclav,substantiv
conclude,verb
concludent,adjectiv
concludență,substantiv
concludere,substantiv
conclus,adjectiv
conclusiv,adjectiv
conclusum,substantiv
concluzie,substantiv
concluziona,verb
concluzionare,substantiv
concluzionat,adjectiv
concluziune,substantiv
concluziv,adjectiv
concoidă,substantiv
concoidal,adjectiv
concomitent,adjectiv
concomitență,substantiv
concorda,verb
concordant,adjectiv
concordanță,substantiv
concordare,substantiv
concordat,adjectiv
concordat,substantiv
concordatar,adjectiv
concordie,substantiv
concordism,substantiv
concrescent,adjectiv
concrescență,substantiv
concrescut,adjectiv
concrește,verb
concreștere,substantiv
concret,adjectiv
concretețe,substantiv
concreționa,verb
concreționare,substantiv
concreționat,adjectiv
concretism,substantiv
concretitate,substantiv
concretitudine,substantiv
concrețiune,substantiv
concretiza,verb
concretizare,substantiv
concretizat,adjectiv
concretizator,adjectiv
concubin,substantiv
concubină,substantiv
concubinaj,substantiv
concuistă,substantiv
concupiscent,adjectiv
concupiscență,substantiv
concura,verb
concurare,substantiv
concurat,adjectiv
concurent,substantiv
concurentă,substantiv
concurență,substantiv
concurențial,adjectiv
concurge,verb
concurgere,substantiv
concurs,adjectiv
concurs,substantiv
concursual,adjectiv
concusionar,substantiv
concusiune,substantiv
condac,substantiv
condamna,verb
condamnabil,adjectiv
condamnare,substantiv
condamnat,adjectiv
condamnat,substantiv
condamnată,substantiv
condamnatoriu,adjectiv
condei,substantiv
condeier,substantiv
condens,substantiv
condensa,verb
condensabil,adjectiv
condensabilitate,substantiv
condensare,substantiv
condensat,adjectiv
condensator,substantiv
condensor,substantiv
condescendent,adjectiv
condescendență,substantiv
condescinde,verb
condică,substantiv
condicar,substantiv
condicuță,substantiv
condil,substantiv
condilectomie,substantiv
condiment,substantiv
condimenta,verb
condimentar,adjectiv
condimentare,substantiv
condimentat,adjectiv
condiscipol,substantiv
condiție,substantiv
condiționa,verb
condițional,adjectiv
condiționalism,substantiv
condiționalitate,substantiv
condiționare,substantiv
condiționat,adjectiv
condițiune,substantiv
condola,verb
condoleanță,substantiv
condoleanțe,substantiv
condominie,substantiv
condominiu,substantiv
condor,substantiv
condotier,substantiv
condrectomie,substantiv
condriom,substantiv
condriozom,substantiv
condrită,substantiv
condroblast,substantiv
condroblastom,substantiv
condrocit,substantiv
condrocraniu,substantiv
condrodisplazie,substantiv
condrodistrofie,substantiv
condrogeneză,substantiv
condroidă,substantiv
condrom,substantiv
condromatoză,substantiv
condrosarcom,substantiv
conducătoare,substantiv
conducător,adjectiv
conducător,substantiv
conduce,verb
conducere,substantiv
conduct,substantiv
conductă,substantiv
conductanță,substantiv
conductibil,adjectiv
conductibilitate,substantiv
conducție,substantiv
conductiv,adjectiv
conductivitate,substantiv
conductoare,substantiv
conductometrie,substantiv
conductometru,substantiv
conductor,adjectiv
conductor,substantiv
conduită,substantiv
condur,substantiv
conduraș,substantiv
condus,adjectiv
conecta,verb
conectabil,adjectiv
conectare,substantiv
conectat,adjectiv
conectică,substantiv
conectiv,adjectiv
conectiv,substantiv
conector,adjectiv
conector,substantiv
coneț,substantiv
conetabil,substantiv
conex,adjectiv
conexa,verb
conexare,substantiv
conexat,adjectiv
conexie,substantiv
conexitate,substantiv
conexiune,substantiv
confabula,verb
confabulație,substantiv
confecție,substantiv
confecționa,verb
confecționare,substantiv
confecționat,adjectiv
confecționer,adjectiv
confecționer,substantiv
confecționeră,substantiv
confecțiune,substantiv
confedera,verb
confederal,adjectiv
confederare,substantiv
confederat,adjectiv
confederat,substantiv
confederată,substantiv
confederație,substantiv
confederațiune,substantiv
confederativ,adjectiv
conferență,substantiv
conferenția,verb
conferențiar,substantiv
conferențiară,substantiv
conferențiat,adjectiv
conferențiere,substantiv
conferi,verb
conferință,substantiv
conferire,substantiv
conferit,adjectiv
confesa,verb
confesare,substantiv
confesat,adjectiv
confesional,adjectiv
confesional,substantiv
confesionalism,substantiv
confesionalitate,substantiv
confesiune,substantiv
confesiv,adjectiv
confesivitate,substantiv
confesor,substantiv
confete,substantiv
confeti,substantiv
confetti,substantiv
confia,verb
confianță,substantiv
confiat,adjectiv
confident,substantiv
confidentă,substantiv
confidență,substantiv
confidențial,adjectiv
confidențialitate,substantiv
confient,adjectiv
confiență,substantiv
configura,verb
configurabil,adjectiv
configurare,substantiv
configurat,adjectiv
configurație,substantiv
configurațional,adjectiv
configuraționism,substantiv
configuraționist,adjectiv
configurativ,adjectiv
configurativitate,substantiv
confina,verb
confinat,adjectiv
confirma,verb
confirmare,substantiv
confirmat,adjectiv
confirmație,substantiv
confirmativ,adjectiv
confisca,verb
confiscabil,adjectiv
confiscare,substantiv
confiscat,adjectiv
confiserie,substantiv
conflagrant,adjectiv
conflagrație,substantiv
conflagrațiune,substantiv
conflict,substantiv
conflictologie,substantiv
conflictual,adjectiv
conflictualitate,substantiv
conflictualiza,verb
conflictualizare,substantiv
conflua,verb
confluent,adjectiv
confluentă,substantiv
confluență,substantiv
conform,adjectiv
conforma,verb
conformare,substantiv
conformat,adjectiv
conformație,substantiv
conformațional,adjectiv
conformațiune,substantiv
conformator,substantiv
conformism,substantiv
conformist,adjectiv
conformist,substantiv
conformistă,substantiv
conformitate,substantiv
confort,substantiv
confortabil,adjectiv
confortabilitate,substantiv
confortant,adjectiv
confrate,substantiv
confratern,adjectiv
confraternitate,substantiv
confrățesc,adjectiv
confrăție,substantiv
confrerie,substantiv
confrunta,verb
confruntare,substantiv
confruntat,adjectiv
confruntațiune,substantiv
confucianism,substantiv
confucianist,substantiv
confucianistă,substantiv
confunda,verb
confundabil,adjectiv
confundare,substantiv
confundat,adjectiv
confutație,substantiv
confuz,adjectiv
confuzie,substantiv
confuziona,verb
confuzional,adjectiv
confuzionant,adjectiv
confuzionare,substantiv
confuzionat,adjectiv
confuzionism,substantiv
confuzionist,adjectiv
confuziune,substantiv
confuzor,substantiv
conga,substantiv
congediu,substantiv
congela,verb
congelabil,adjectiv
congelare,substantiv
congelat,adjectiv
congelator,substantiv
congener,adjectiv
congeneritate,substantiv
congenial,adjectiv
congenialitate,substantiv
congenital,adjectiv
congenitalitate,substantiv
congestie,substantiv
congestiona,verb
congestionare,substantiv
congestionat,adjectiv
congestiune,substantiv
congestiv,adjectiv
congiariu,adjectiv
conglăsui,verb
conglăsuire,substantiv
conglobație,substantiv
conglomera,verb
conglomerare,substantiv
conglomerat,adjectiv
conglomerat,substantiv
conglomerație,substantiv
conglutinare,substantiv
conglutinat,adjectiv
congolez,adjectiv
congolez,substantiv
congoleză,substantiv
congratula,verb
congratulare,substantiv
congratulat,adjectiv
congregație,substantiv
congregațional,adjectiv
congregaționalism,substantiv
congregaționalist,adjectiv
congregaționist,adjectiv
congregaționist,substantiv
congregațiune,substantiv
congres,substantiv
congresional,adjectiv
congresist,substantiv
congresistă,substantiv
congresman,substantiv
congresmen,substantiv
congruent,adjectiv
congruență,substantiv
coniac,substantiv
conic,adjectiv
conicitate,substantiv
conidian,adjectiv
conidie,substantiv
conidiofor,substantiv
conifer,substantiv
coniță,substantiv
conivent,adjectiv
conivență,substantiv
conjectură,substantiv
conjectura,verb
conjectural,adjectiv
conjecturat,adjectiv
conjudețean,adjectiv
conjuga,verb
conjugal,adjectiv
conjugalitate,substantiv
conjugare,substantiv
conjugat,adjectiv
conjunct,adjectiv
conjuncție,substantiv
conjuncțional,adjectiv
conjuncționalizare,substantiv
conjuncțiune,substantiv
conjunctiv,adjectiv
conjunctivă,substantiv
conjunctival,adjectiv
conjunctivită,substantiv
conjunctor-disjunctor,substantiv
conjunctor,substantiv
conjunctură,substantiv
conjunctural,adjectiv
conjuncturalism,substantiv
conjuncturist,adjectiv
conjura,verb
conjurare,substantiv
conjurat,adjectiv
conjurat,substantiv
conjurată,substantiv
conjurație,substantiv
conjurațiune,substantiv
conlocui,verb
conlocuire,substantiv
conlocuitoare,substantiv
conlocuitor,adjectiv
conlocuitor,substantiv
conlocutor,substantiv
conlucra,verb
conlucrare,substantiv
conlucrat,adjectiv
conlucrător,adjectiv
conlucrător,substantiv
conmesean,adjectiv
conoid,adjectiv
conoid,substantiv
conopidă,substantiv
conorășean,substantiv
conosament,substantiv
conota,verb
conotat,adjectiv
conotație,substantiv
conotativ,adjectiv
conovăț,substantiv
conrupe,verb
conrupere,substantiv
conrupt,adjectiv
consacra,verb
consacrant,adjectiv
consacrare,substantiv
consacrat,adjectiv
consacrație,substantiv
consacrațiune,substantiv
consângean,adjectiv
consanguin,adjectiv
consanguinitate,substantiv
consangvin,adjectiv
consangvinitate,substantiv
consangvinizare,substantiv
consătean,adjectiv
consătean,substantiv
consăteană,substantiv
consăteancă,substantiv
conșcolar,substantiv
conscrie,verb
conscriere,substantiv
conscripție,substantiv
conscripțiune,substantiv
conscriptor,substantiv
conscris,adjectiv
consecință,substantiv
consecrație,substantiv
consecuență,substantiv
consecuție,substantiv
consecuțiune,substantiv
consecutiv,adjectiv
consecutivitate,substantiv
consecvent,adjectiv
consecvență,substantiv
consemn,substantiv
consemna,verb
consemnabil,adjectiv
consemnare,substantiv
consemnat,adjectiv
consemnație,substantiv
consemnațiune,substantiv
consemnativ,adjectiv
consemnator,adjectiv
consens,substantiv
consensual,adjectiv
conservă,substantiv
conserva,verb
conservabil,adjectiv
conservant,adjectiv
conservant,substantiv
conservare,substantiv
conservat,adjectiv
conservație,substantiv
conservatism,substantiv
conservațiune,substantiv
conservativ,adjectiv
conservatoare,substantiv
conservator,adjectiv
conservator,substantiv
conservatorism,substantiv
conservatorist,adjectiv
consfătui,verb
consfătuire,substantiv
consfinți,verb
consfințire,substantiv
consfințit,adjectiv
considera,verb
considerabil,adjectiv
considerare,substantiv
considerat,adjectiv
considerație,substantiv
considerațiune,substantiv
considerent,substantiv
consignatar,substantiv
consignație,substantiv
consilia,verb
consiliat,adjectiv
consilier,substantiv
consilieră,substantiv
consiliere,substantiv
consiliu,substantiv
consimil,adjectiv
consimilitudine,substantiv
consimțământ,substantiv
consimți,verb
consimțimânt,substantiv
consimțire,substantiv
consimțit,adjectiv
consista,verb
consistent,adjectiv
consistență,substantiv
consistorial,adjectiv
consistoriu,substantiv
consoană,substantiv
consoartă,substantiv
consolă,substantiv
consola,verb
consolabil,adjectiv
consolant,adjectiv
consolare,substantiv
consolat,adjectiv
consolație,substantiv
consolațiune,substantiv
consolator,adjectiv
consolator,substantiv
consolida,verb
consolidabil,adjectiv
consolidant,adjectiv
consolidare,substantiv
consolidat,adjectiv
consolidator,adjectiv
consomme,substantiv
consonant,adjectiv
consonantă,substantiv
consonanță,substantiv
consonantic,adjectiv
consonantism,substantiv
consonantizare,substantiv
consort,substantiv
consorțial,adjectiv
consorțiu,substantiv
conspect,substantiv
conspecta,verb
conspectare,substantiv
conspectat,adjectiv
conspira,verb
conspirare,substantiv
conspirat,adjectiv
conspirație,substantiv
conspiraționist,substantiv
conspirațiune,substantiv
conspirativ,adjectiv
conspirativitate,substantiv
conspiratoare,substantiv
conspirator,substantiv
consta,verb
constant,adjectiv
constantă,substantiv
constanță,substantiv
constantan,substantiv
constănțean,adjectiv
constănțean,substantiv
constănțeancă,substantiv
constantinescu,substantiv
constantinopolitan,adjectiv
constantinopolitan,substantiv
constantinopolitană,substantiv
constare,substantiv
constat,adjectiv
constata,verb
constatabil,adjectiv
constatare,substantiv
constatat,adjectiv
constatativ,adjectiv
constatator,adjectiv
constativ,adjectiv
constela,verb
constelat,adjectiv
constelație,substantiv
consterna,verb
consternant,adjectiv
consternare,substantiv
consternat,adjectiv
consternație,substantiv
consternațiune,substantiv
conștient,adjectiv
conștiență,substantiv
conștientiza,verb
conștientizabil,adjectiv
conștientizare,substantiv
conștientizat,adjectiv
conștiincios,adjectiv
conștiinciozitate,substantiv
conștiință,substantiv
constipa,verb
constipant,adjectiv
constipare,substantiv
constipat,adjectiv
constipație,substantiv
constituant,adjectiv
constituent,adjectiv
constituent,substantiv
constitui,verb
constituire,substantiv
constituit,adjectiv
constitut,substantiv
constituție,substantiv
constituțional,adjectiv
constituționalism,substantiv
constituționalist,substantiv
constituționalistă,substantiv
constituționalitate,substantiv
constituționaliza,verb
constituționalizare,substantiv
constituționalizat,adjectiv
constituțiune,substantiv
constitutiv,adjectiv
constrângător,adjectiv
constrânge,verb
constrângere,substantiv
constrâns,adjectiv
constricție,substantiv
constrictiv,adjectiv
constrictivă,substantiv
constrictor,adjectiv
construct,substantiv
construcție,substantiv
construcțiune,substantiv
constructiv,adjectiv
constructivism,substantiv
